Date,Open,High,Low,Close,Adj Close,Volume
2017-12-27,176.55,178.44,176.26,177.62,176.79,9496100.0
2017-12-28,177.95,178.94,177.68,177.92,177.09,12220800.0
2017-12-29,178.0,178.85,176.46,176.46,175.63,10261500.0
2018-01-02,177.68,181.58,177.55,181.42,180.57,18151900.0
2018-01-03,181.88,184.78,181.33,184.67,183.8,16886600.0
2018-01-04,184.9,186.21,184.1,184.33,183.47,13880900.0
2018-01-05,185.59,186.9,184.93,186.85,185.97,13574500.0
2018-01-08,187.2,188.9,186.33,188.28,187.4,17994700.0
2018-01-09,188.7,188.8,187.1,187.87,186.99,12393100.0
2018-01-10,186.94,187.89,185.63,187.84,186.96,10529900.0
2018-01-11,188.4,188.4,187.38,187.77,186.89,9588600.0
2018-01-12,178.06,181.48,177.4,179.37,178.53,77551300.0
2018-01-16,181.5,181.75,178.04,178.39,177.55,36183800.0
2018-01-17,179.26,179.32,175.8,177.6,176.77,27992400.0
2018-01-18,178.13,180.98,177.08,179.8,178.96,23304900.0
2018-01-19,180.85,182.37,180.17,181.29,180.44,26826500.0
2018-01-22,180.8,185.39,180.41,185.37,184.5,21059500.0
2018-01-23,186.05,189.55,185.55,189.35,188.46,25678800.0
2018-01-24,189.89,190.66,186.52,186.55,185.67,24334500.0
2018-01-25,187.95,188.62,186.6,187.48,186.6,17377700.0
2018-01-26,187.75,190.0,186.81,190.0,189.11,17759200.0
